,Unnamed: 0,Conversation,name,Speaker,Transcript,English Translation,LID_tags,Language from LID tool,Type of code-switching,Length of turn,Direction of code-switches,Number of code-switches,Start of code-switches,Length of code-switched segments,Minimum pitch,Maximum pitch,Mean pitch,Std Dev Pitch,Minimum intensity,Maximum intensity,Mean intensity,Std Dev Intensity,Jitter,Shimmer,HNR,Speaking rate
10,70,test_130,test_130_2.wav,SHARMAN,Uncle iss mein! Aisi tacky bag mein!,Uncle in this! In such a tacky bag!,"['EN', 'HI', 'HI', 'OTHER', 'HI', 'EN', 'HI', 'HI', 'OTHER']",CSW,I,7,"['EN > HI', 'HI > EN', 'EN > HI']",3,"[1, 4, 5]","[3, 1, 2]",153.34446124318225,591.8903747825711,304.59511761701685,108.99958231517628,20.369901962043123,72.08569666144484,58.39332204146139,11.991415186353894,0.0220926644581516,0.136965583461473,8.452418270895484,4.030226700251889
11,71,test_130,test_130_3.wav,INDRAVARDHAN,"Ek kaam karta hu, mai inspector se kehata hu ki koi imported sa bada suitcase le aaye tumhaare liye...","Let me do one thing, I may ask the inspector to bring a big imported suitcase for you...","['HI', 'HI', 'HI', 'EN', 'OTHER', 'HI', 'EN', 'EN', 'HI', 'EN', 'HI', 'HI', 'EN', 'EN', 'HI', 'EN', 'HI', 'HI', 'HI', 'HI', 'OTHER']",CSW,I,19,"['HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI']",10,"[3, 4, 5, 7, 8, 9, 11, 13, 14, 15]","[1, 1, 2, 1, 1, 2, 2, 1, 1, 4]",98.97558265387828,474.412454340388,187.9705626090647,74.1720210485018,26.27334699570909,76.88180808811187,62.12447421064286,9.29660303294522,0.0266038506864949,0.1559998478344081,5.941884175387036,4.787234042553192
12,91,test_13,test_13_0.wav,SAHIL,"dad, us karan verma ne monisha ko offer ki hai, cruise liner pe chalne ki.","Dad, that's why Verma has offered Manisha to go on a cruise liner.","['EN', 'OTHER', 'EN', 'HI', 'HI', 'EN', 'HI', 'HI', 'EN', 'HI', 'HI', 'OTHER', 'EN', 'EN', 'HI', 'HI', 'HI', 'OTHER']",CSW,I,15,"['EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI']",7,"[2, 4, 5, 7, 8, 10, 12]","[2, 1, 2, 1, 2, 2, 3]",87.5035062893432,608.5631123839079,279.9301918542575,127.68958360791974,29.24005995404123,67.20847468016723,57.10747056902163,9.44742089891507,0.029555508909674,0.1469001760743489,8.552794382162094,3.6144578313253013
13,92,test_13,test_13_2.wav,SAHIL,overnight stay,overnight stay,"['EN', 'EN']",EN,-1,2,-1,0,-1,-1,76.71413513394519,562.0723088190592,210.8480574177609,83.41004439999075,12.817906848316472,72.53152807727336,59.562865377057705,11.33279041927765,0.0302024184726839,0.1699445562342696,7.540945304497355,2.9565217391304346
14,93,test_13,test_13_3.wav,MAYA,kya kaha monisha ne,what did Monisha say?,"['HI', 'HI', 'HI', 'HI']",HI,-1,4,-1,0,-1,-1,76.53339313444776,548.9654292717711,177.81457861968008,73.49639638322495,11.011444233384546,75.57634746482321,62.17144255839901,13.38469564511804,0.0205388603432421,0.1495790323971064,8.18538667605047,3.8834951456310676
15,94,test_13,test_13_4.wav,SAHIL,"sabse pehle to monisha ne yun angdayi li, fir meri or dekha, tabtak humari jo patang hai na wo ese door khade rehke ese ese dagmaga rhi thi. And finally monisha ne, acha","First of all, Monisha gave such a gesture, then looked at me, then our kite kept on opening the same door and kept on shaking like this. And finally monisha ne, acha","['HI', 'HI', 'EN', 'EN', 'EN', 'HI', 'HI', 'HI', 'OTHER', 'HI', 'HI', 'EN', 'HI', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER', 'EN', 'EN', 'HI', 'EN', 'OTHER', 'HI']",CSW,I,33,"['HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI']",10,"[2, 5, 10, 11, 17, 18, 28, 30, 31, 32]","[3, 5, 1, 6, 1, 10, 2, 1, 1, 1]",74.08766652880672,588.8498567635846,203.44426933211355,86.97587816671701,22.80464462055005,73.3750902824608,62.54830952726158,10.656696322562327,0.0192100072344434,0.1326622745029636,8.483662545255402,4.002501563477173
16,110,test_14,test_14_0.wav,INDRAVARDHAN,pahle tum yah batao Yahan per bhagte Hue kiu Aaye Ho?,"First of all, tell me why have you come running here?","['HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI', 'EN', 'HI', 'EN', 'OTHER']",CSW,-1,11,-1,0,-1,-1,85.73550447746109,320.08558992069214,211.37518545778929,62.52368568903419,33.740179726623296,62.62473624944904,55.49621204162008,7.204718892723073,0.0347210653814848,0.1427052524137693,7.468543924341906,5.0
17,111,test_14,test_14_1.wav,DUSHYANT,pahle mein Yahan ka phone try kar raha tha per Laga Nahin I don't know what wrong with this,Earlier I was trying the phone here but it didn't work. Don't know what's wrong with this.,"['HI', 'HI', 'HI', 'HI', 'EN', 'EN', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']",CSW,"A, I",19,"['HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN']",5,"[4, 6, 9, 10, 12]","[2, 3, 1, 2, 7]",76.29792235973255,592.6177509571477,198.820235494833,102.09126942447055,32.1665631794358,61.05672156288671,52.49340920654605,6.75332353710981,0.037371854125822,0.1489075648422115,8.144798474612982,5.175983436853002
18,112,test_14,test_14_2.wav,INDRAVARDHAN,tumhare pass gadi Bhi To Hai Na,"You also have a car, don't you?","['HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN']",CSW,-1,7,-1,0,-1,-1,115.02710983809273,349.6650948574726,192.36838359313407,60.49609771582657,29.37417786973413,62.41795862027576,56.23666139132758,8.30441650410671,0.0196551707354242,0.1220924802990406,5.95959278753603,5.9702166064981945
19,113,test_14,test_14_3.wav,DUSHYANT,han per vah Dikki ka carpet kharab ho gaya hai,but the trunk carpet is ruined,"['HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'EN', 'HI', 'HI']",CSW,I,10,"['HI > EN', 'EN > HI', 'HI > EN', 'EN > HI']",4,"[5, 6, 7, 8]","[1, 1, 1, 2]",76.59144610292562,558.9592500718493,198.12595654472275,95.47914865642356,21.900745061398776,63.106887901875055,52.18859521965499,8.300670349786298,0.0184459449982418,0.1355337894906357,7.493905333906125,5.637254901960784
20,114,test_14,test_14_4.wav,INDRAVARDHAN,ohar Samjha Tum To dikke per baithkar Aate Ho Na Ho roj roj. gadi se,"Ohar, I understand that you come sitting on the trunk every day. by car","['HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI', 'EN', 'EN', 'EN', 'HI', 'HI', 'OTHER', 'HI', 'EN']",CSW,-1,15,-1,0,-1,-1,72.7923279016713,560.1820216268628,149.62760466967808,55.84690378109902,29.888841973008955,61.29978409809811,53.06896607606806,7.576266010029516,0.0374702387346027,0.1185724332163175,7.262235681572726,4.3927648578811365
21,120,test_153,test_153_0.wav,INDRAVARDHAN,"Chalo, chalo, Maya! Come on, Paris nahi jaana! Come on, come on!","Come on, come on, Maya! Don't go to Paris! Who, who!","['HI', 'OTHER', 'HI', 'OTHER', 'HI', 'OTHER', 'EN', 'EN', 'OTHER', 'EN', 'HI', 'HI', 'OTHER', 'EN', 'EN', 'OTHER', 'EN', 'EN', 'OTHER']",CSW,I,12,"['HI > EN', 'EN > HI', 'HI > EN']",3,"[3, 6, 8]","[3, 2, 4]",190.66936486964477,590.4620259861127,300.8131050611442,61.12529932770058,32.75932281582105,76.19648941087657,64.37653016528714,9.567536530928905,0.0224752222732455,0.1369649216467205,7.461625331904613,5.529953917050691
22,121,test_153,test_153_1.wav,MAYA,"Nahi, nahi, nahi! To hell with Paris!","No, no, no! To hell with Paris!","['HI', 'OTHER', 'HI', 'OTHER', 'HI', 'OTHER', 'EN', 'EN', 'EN', 'EN', 'OTHER']",CSW,I,7,['HI > EN'],1,[3],[4],172.97534305725685,481.94922293152695,325.6000732811425,74.0805310330844,21.476567115230903,71.62491073044163,63.94833233359893,10.161694250023734,0.020246848701627,0.0962534778994662,13.255102222038955,4.761904761904762
23,122,test_153,test_153_2.wav,INDRAVARDHAN,"Aray wah, aise kaise, tumhe Eiffel Tower pe nahi jaana ... Vaha se neeche dekhogi na, to aisa lagega ki choti choti cheentiya chal rahi hai! Come on, come on, come on!","Oh wow, how come, you don't want to go to the Eiffel Tower... If you look down from there, it will seem as if little ants are walking! Come on, come on, come on!","['HI', 'HI', 'OTHER', 'HI', 'HI', 'OTHER', 'HI', 'EN', 'EN', 'HI', 'HI', 'HI', 'OTHER', 'HI', 'EN', 'HI', 'HI', 'EN', 'OTHER', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER', 'EN', 'EN', 'OTHER', 'EN', 'EN', 'OTHER', 'EN', 'EN', 'OTHER']",CSW,I,32,"['HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN']",7,"[5, 7, 11, 12, 14, 16, 25]","[2, 4, 1, 2, 2, 9, 7]",91.19260238867356,597.1623611652367,219.1597419910612,57.761555431917536,18.70872694950741,72.95542738971224,60.39667064836099,10.851692982151588,0.0184128958087597,0.122990917221025,10.62275645733353,5.663189269746647
24,123,test_153,test_153_3.wav,MAYA,Ye najaara to mein Monisha ke kitchen mein kabhi bhi dekh sakti hu! Vaha to neeche dekho to sachmuch ki choti choti cheentiya najar aati hai!,"I can see this scene in Monisha's kitchen any time! If you look down, they actually look like tiny ants!","['HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'OTHER', 'HI', 'EN', 'HI', 'HI', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER']",CSW,I,26,"['HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI']",8,"[6, 7, 12, 13, 14, 15, 17, 18]","[1, 5, 1, 1, 1, 2, 1, 8]",93.6628334565392,608.9691581837059,316.99488940971776,78.16781423512079,12.416852615226473,72.51610467380617,60.90404314442471,11.353166638281612,0.0187664863543193,0.1019137662518239,12.26543163623558,5.622009569377991
25,129,test_156,test_156_0.wav,MONISHA,Ek dozen mein se ek bhi pen nahi chal raha!?,Not a single pen out of a dozen is working!?,"['HI', 'EN', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI', 'HI', 'OTHER']",CSW,I,10,"['HI > EN', 'EN > HI', 'HI > EN', 'EN > HI']",4,"[1, 2, 6, 7]","[1, 4, 1, 3]",141.94242105680047,500.566507992201,352.627576698297,91.87730567226394,41.77035891000159,70.56567961633904,62.11321582321402,7.334410296962178,0.0159718731714808,0.1101812917060091,10.469296811934107,5.46875
26,130,test_156,test_156_1.wav,SAHIL,Umm hmm.,Umm hmm.,"['EN', 'HI', 'OTHER']",CSW,-1,2,-1,0,-1,-1,141.94310241906507,518.1056973999025,303.6911820390838,97.47355442455518,28.82312647306857,69.22302759764064,59.43006004806239,11.41426912910005,0.0137228707754027,0.1006067685489167,10.498910703164766,2.0833333333333335
27,131,test_156,test_156_2.wav,MONISHA,Poore 9 rupay waste!,All 9 rupees wasted!,"['HI', 'EN', 'EN', 'EN', 'OTHER']",CSW,I,4,['HI > EN'],1,[1],[3],103.58035005372162,601.2183631968799,299.7536244273061,139.9739069173634,37.67019228621898,69.25176183010349,61.86516966932581,8.274295172289245,0.0172671446265568,0.1334747770275289,9.030339744128907,3.686635944700461
28,132,test_156,test_156_3.wav,SAHIL,9 rupay matlab? 75 paise vaala pen hai ye?,9 rupees meaning? Is this a 75 paise pen?,"['EN', 'HI', 'HI', 'OTHER', 'EN', 'HI', 'HI', 'EN', 'HI', 'EN', 'OTHER']",CSW,I,9,"['EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN']",6,"[1, 3, 4, 6, 7, 8]","[2, 1, 2, 1, 1, 1]",103.87068134340645,599.972353180736,294.2458232099918,128.0909048365021,33.35045487630408,73.7351559200354,61.73951737450528,8.846209911946378,0.0267985517641345,0.1650807769049941,7.294739047248394,4.310344827586207
29,133,test_156,test_156_4.wav,MONISHA,To kya hua? Guaranteed hai! Dukaandaar ne kaha tha ki agar ek bhi pen kharab nikla to poore paise vaapas!,So what? Guaranteed! The shopkeeper had said that if even one pen turned out to be defective then the full money would be refunded!,"['HI', 'HI', 'HI', 'OTHER', 'EN', 'HI', 'OTHER', 'HI', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI', 'EN', 'HI', 'HI', 'HI', 'OTHER']",CSW,I,20,"['HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI']",8,"[3, 4, 6, 7, 13, 14, 16, 17]","[1, 2, 1, 6, 1, 2, 1, 3]",91.93939478965667,564.9601814936484,308.5330491616178,79.03268803754088,29.850132366472856,71.76706685780319,61.29376166779001,7.300954994843137,0.0200973430568892,0.1431599372176561,8.116657179631403,4.748201438848921
30,134,test_156,test_156_5.wav,SAHIL,Kaha hai kaha iski dukaan?,Where is his shop?,"['HI', 'HI', 'HI', 'HI', 'HI', 'OTHER']",HI,-1,5,-1,0,-1,-1,112.24021676235807,559.3730946537794,223.6909736999218,115.17054528731414,21.01474000607908,71.52188587711174,59.73593527785991,13.96007300330684,0.044122542642937,0.1501911183453126,5.548168618644986,3.8585209003215435
31,135,test_156,test_156_6.wav,MONISHA,Abhi iss waqt kahan hogi pata nahi...,Don't know where she will be at this moment...,"['HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER']",HI,-1,7,-1,0,-1,-1,76.39465947347242,564.1515727946112,250.1276010415592,113.86918871479875,21.073811203481046,72.68935832107783,60.52394152910366,14.113148294879831,0.0259622093256121,0.0881213372215464,14.203179688746271,3.359173126614987
32,136,test_156,test_156_7.wav,SAHIL,Matlab!?,Meaning!?,"['HI', 'OTHER']",HI,-1,1,-1,0,-1,-1,88.80462432048631,442.06054805841234,318.2714405520602,111.31094500979908,32.14514252475965,65.65131025518829,57.0506920314772,7.916186347605441,0.02509065782045,0.1557345262009968,11.01139172414065,1.6260162601626016
33,137,test_156,test_156_8.wav,MONISHA,"Matlab vo cycle pe bech raha tha na... Lekin mujhe cycle ka color yaad hai, black!","Meaning he was selling it on a bicycle... but I remember the color of the bicycle, black!","['HI', 'HI', 'EN', 'HI', 'HI', 'HI', 'HI', 'EN', 'OTHER', 'HI', 'HI', 'EN', 'HI', 'EN', 'HI', 'HI', 'OTHER', 'EN', 'OTHER']",CSW,I,16,"['HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN']",9,"[2, 3, 7, 8, 10, 11, 12, 13, 15]","[1, 4, 1, 2, 1, 1, 1, 2, 1]",110.05683180604916,591.9171345525701,359.215399610786,120.26290530067077,31.43774397943013,72.64207778685714,61.85711590494347,8.318336344377556,0.0222327800177976,0.1642940362983072,7.710940977061041,4.460431654676259
34,138,test_156,test_156_9.wav,SAHIL,Achchha! Black color ki cycle hai na! Haha! Fir to bohot easy hai. Mumbai me waise bhi black color ki cycle hongi kitni!? 4 ya 5 lakh!,"Good! It is a black colored bicycle, isn't it? ! Then it is very easy. How many black colored bicycles will there be in Mumbai anyway? 4 or 5 lakhs!","['HI', 'OTHER', 'EN', 'EN', 'HI', 'EN', 'HI', 'EN', 'OTHER', 'HI', 'OTHER', 'HI', 'EN', 'HI', 'EN', 'HI', 'OTHER', 'EN', 'EN', 'HI', 'HI', 'EN', 'EN', 'HI', 'EN', 'HI', 'HI', 'OTHER', 'HI', 'EN', 'EN', 'HI', 'OTHER']",CSW,I,27,"['HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI']",18,"[1, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 15, 17, 19, 20, 21, 24, 26]","[2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 2, 2, 1, 1, 3, 2, 1]",69.2990541325094,599.0439328651405,190.88812659748808,133.64640978291857,31.326141928216224,71.01807956390418,61.07382523184148,6.8908265242249245,0.032244018044882,0.1713191748227751,6.916911446196723,5.005213764337852
35,139,test_158,test_158_0.wav,INDRAVARDHAN,lo. lekin unhe weak bladder ka problem jo hai uska kya. Har 5 minute me bichare ko bathroom jana padta hai,Take. But what about the bladder problem they have? Poor guy has to go to the bathroom every 5 minutes,"['EN', 'OTHER', 'HI', 'HI', 'EN', 'EN', 'HI', 'EN', 'HI', 'HI', 'HI', 'HI', 'OTHER', 'HI', 'EN', 'EN', 'EN', 'HI', 'HI', 'EN', 'HI', 'HI', 'HI']",CSW,I,21,"['EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI']",9,"[1, 3, 5, 6, 7, 12, 15, 17, 18]","[2, 2, 1, 1, 5, 3, 2, 1, 3]",157.24550588843286,321.560669087812,221.41328423500084,32.13058573097428,19.33112778009959,65.98454351415776,56.42774805983419,10.686158811009289,0.015477732708488,0.1395243091497731,8.429113424513275,5.1923076923076925
36,140,test_158,test_158_1.wav,SAHIL,"dad, sochiye suhagrat pe apne rosesh ka kya bura haal hoga. Dekhiye, uski jo biwi hai wo ese khatiye pe bethi hogi ghunghat odh ke.","Dad, imagine how bad your Rosesh's condition will be on the wedding night. Look, his wife must be sitting on a bed like this, covered with a veil.","['EN', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER', 'HI', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER']",CSW,-1,25,-1,0,-1,-1,136.68284358836036,429.8628545160789,239.9674506025724,44.1847999148806,10.105318119173935,68.7680669266899,56.69693584933172,13.165797724043996,0.0164682322279309,0.1105284606303974,10.514856368201228,3.7634408602150535
37,141,test_158,test_158_2.wav,INDRAVARDHAN,"or rosesh kahega, ‘arey bhagwan ghunghat to uthao’","And Rosesh will say, 'Oh God, please lift the veil'","['EN', 'HI', 'HI', 'OTHER', 'OTHER', 'HI', 'HI', 'EN', 'HI']",CSW,-1,8,-1,0,-1,-1,79.9513881179937,599.7104442703144,196.65393684574985,88.9806300706068,11.510468828691474,68.81453267796076,58.04511131036715,12.551807175178734,0.024796232951568,0.1238336786058213,9.82248345826352,3.2315978456014363
38,142,test_158,test_158_3.wav,SAHIL,"kitni baar ghunghat uthau. Jab bhi ghunghat uthati hun, aap bathroom chale jate ho’","How many times should I lift the veil? Whenever I lift my veil, you go to the bathroom.","['HI', 'HI', 'HI', 'HI', 'OTHER', 'EN', 'HI', 'HI', 'HI', 'HI', 'OTHER', 'HI', 'EN', 'HI', 'HI', 'EN']",CSW,I,14,"['HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN']",5,"[4, 5, 10, 11, 13]","[1, 5, 1, 2, 1]",97.9816304386824,565.570825014285,352.0599296108551,103.59343881695123,29.918212720568373,67.38305922157316,56.76132529658248,9.408755245682222,0.0235508712130788,0.1497015165566645,8.474616428963154,3.443877551020408
39,143,test_158,test_158_4.wav,INDRAVARDHAN,arey bhagwan ye lo lakdi or chalo sath bathroom me manate hai suhagrat’,"Oh God, take this wood and let's have a honeymoon together in the bathroom.","['HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI', 'EN', 'EN', 'HI', 'HI', 'HI']",CSW,I,13,"['HI > EN', 'EN > HI', 'HI > EN', 'EN > HI']",4,"[5, 6, 8, 10]","[1, 2, 2, 3]",104.38924147560574,561.0323718637032,252.4577185120077,82.94856485490524,31.63728234664016,68.29753085139963,58.586210893561415,8.678757614441281,0.0191195317642606,0.1370985465738862,9.84162724362339,4.665629860031104
